Fecha;Numero_horas_con_deambulacion;Numero_horas_estacionarias;Total_hrs_monitorizadas;Hrs_sin_registro;min_totales_en_movimiento;Total_min_de_ejercicio_diario;distancia_caminada_en_km;Numero_pasos_por_dia;FCr_promedio_diario;Gasto_calorico_activo;HRV_SDNN;FC_al_caminar_promedio_diario;ratio_mov;ratio_ejercicio;superavit_calorico;cobertura_monitorizacion;ratio_actividad_sedentaria
11/11/2021;14;4;18;6;147;23;5.589314983;7211;52;732.651;48.45295;101;0.136111111;0.156462585;32.68939208;0.75;3.5
12/11/2021;17;8;25;-1;166;39;6.3482516;7938;55;895.483;56.85975;103;0.110666667;0.234939759;39.95462354;1.041666667;2.125
13/11/2021;15;7;22;2;54;6.25;1.70703937;2172;57;503.139;49.65933333;94;0.040909091;0.115740741;22.44903514;0.916666667;2.142857143
14/11/2021;17;6;23;1;89;9;5.939519883;3762;58;886.885;31.24284;105;0.064492754;0.101123596;39.57099833;0.958333333;2.833333333
15/11/2021;16;2;18;6;196;45;7.01660496;8875;67;986.711;59.8443;114.5;0.181481481;0.229591837;44.02503067;0.75;8
16/11/2021;16;1;17;7;182;40;6.55332324;8244;61;969.093;42.01524;108.5;0.178431373;0.21978022;43.23895148;0.708333333;16
17/11/2021;22;1;23;1;267;57;9.579930834;12240.84;59;1216.886;55.89895;104;0.193478261;0.213483146;54.29496933;0.958333333;22
18/11/2021;6;0;6;18;71;19;3.20491033;4172;63;341.345;32.0083;107.5;0.197222222;0.267605634;15.23011712;0.25;#¡DIV/0!
22/11/2021;4;0;4;20;21;9;1.16522086;1554;66;117.14834;24.99632067;106;0.0875;0.428571429;5.226919799;0.166666667;#¡DIV/0!
23/11/2021;19;4;23;1;180;65.5;8.83825844;11674;59;1128.233;25.37463333;106;0.130434783;0.363888889;50.33945343;0.958333333;4.75
24/11/2021;17;6;23;1;170;44;6.872871431;8499;68.48;904.949;28.88225;112.5;0.123188406;0.258823529;40.37697713;0.958333333;2.833333333
25/11/2021;13;3;16;8;137;27;5.22453985;6637;65;899.692;60.7906;122.5;0.142708333;0.197080292;40.14242052;0.666666667;4.333333333
26/11/2021;14;9;23;1;108;35;4.311528436;5476;62;2136.43202;41.47806;89;0.07826087;0.324074074;95.32323569;0.958333333;1.555555556
27/11/2021;14;9;23;1;124;48;5.08645105;6441;57;815.823;43.874775;108;0.089855072;0.387096774;36.40035694;0.958333333;1.555555556
28/11/2021;9;11;20;4;48;7;1.99447496;2556;55;399.984;49.60902;102;0.04;0.145833333;17.8464696;0.833333333;0.818181818
29/11/2021;14;3;17;7;212;50;8.23486074;10426;58;971.327;46.96978333;112.5;0.207843137;0.235849057;43.338628;0.708333333;4.666666667
30/11/2021;14;9;23;1;154;64;7.025736486;8767;51;1037.095;64.3169775;105;0.111594203;0.415584416;46.27306191;0.958333333;1.555555556
01/12/2021;13;1;14;10;94;10;3.48020697;4448;63;566.569;41.05455;107;0.111904762;0.106382979;25.27915226;0.583333333;13
02/12/2021;15;0;15;9;151;80.7;6.73105594;8514;65;1109.274;42.86665;102;0.167777778;0.534437086;49.49354155;0.625;#¡DIV/0!
03/12/2021;15;8;23;1;149;66;6.06074561;7599;55;1076.077;37.87603333;115;0.107971014;0.44295302;48.01235917;0.958333333;1.875
04/12/2021;11;12;23;1;122;25;3.457051073;4442;52;614.212;56.72552;109;0.088405797;0.204918033;27.40488567;0.958333333;0.916666667
05/12/2021;7;13;20;4;67;18;3.20282491;4051;50;425.98;63.579217;118.5;0.055833333;0.268656716;19.00635806;0.833333333;0.538461538
06/12/2021;15;7;22;2;126;55;6.1131923;7563;48;1004.171;44.56236667;109;0.095454545;0.436507937;44.80406023;0.916666667;2.142857143
07/12/2021;14;1;15;9;158;42;6.595831813;8122;48;878.728;42.59985;105.25;0.175555556;0.265822785;39.20704964;0.625;14
08/12/2021;14;2;16;8;132;46;4.940691923;6188;60;958.84;45.17781667;100.5;0.1375;0.348484848;42.78148355;0.666666667;7
09/12/2021;15;9;24;0;134;47;5.36364978;6834;52;962.3;38.37643333;107.125;0.093055556;0.350746269;42.93586168;1;1.666666667
10/12/2021;16;6;22;2;91;40;4.498688513;5608;56;770.608;53.971;105;0.068939394;0.43956044;34.38295594;0.916666667;2.666666667
11/12/2021;13;4;17;7;133;76;5.947488673;7533;52;962.901;49.7686;106;0.130392157;0.571428571;42.96267708;0.708333333;3.25
12/12/2021;13;1;14;10;98;24;3.77130739;4770;57;625.519;47.8412;105;0.116666667;0.244897959;27.90938093;0.583333333;13
13/12/2021;17;5;22;2;140;49;6.417714871;8080;54;962.657;58.70281429;99;0.106060606;0.35;42.9517903;0.916666667;3.4
14/12/2021;15;7;22;2;165;80;8.040124763;9688;55;1190.276;52.54436;105;0.125;0.484848485;53.10768544;0.916666667;2.142857143
15/12/2021;15;9;24;0;180;60;6.87131401;8553;51;1185.547;46.3146;111;0.125;0.333333333;52.89668712;1;1.666666667
16/12/2021;16;7;23;1;237;55;8.651073189;10941;44.5;1213.9199;51.69334;105;0.17173913;0.232067511;54.162628;0.958333333;2.285714286
17/12/2021;15;2;17;7;118;39;5.064254297;6341;56;887.713;49.910725;102;0.115686275;0.330508475;39.607942;0.708333333;7.5
18/12/2021;13;6;19;5;141;25;3.103944923;3934;56;641.828;27.6371;114;0.123684211;0.177304965;28.63705521;0.791666667;2.166666667
19/12/2021;9;15;24;0;67;25;2.59666302;3291.4;53;504.336;50.55925;109;0.046527778;0.373134328;22.50244283;1;0.6
20/12/2021;13;7;20;4;114;60;5.576366493;7099;54;1003.676;43.44964;97.5;0.095;0.526315789;44.78197434;0.833333333;1.857142857
21/12/2021;14;1;15;9;179;46;5.91570578;7445;57;945.506;62.24655;127;0.198888889;0.25698324;42.18654769;0.625;14
22/12/2021;12;5;17;7;189;74;8.877528081;10956.4;53;1066.836;36.517925;99.5;0.185294118;0.391534392;47.60004462;0.708333333;2.4
23/12/2021;15;1;16;8;177;55;7.82302729;9904;59;963.489;48.41408;116;0.184375;0.310734463;42.98891244;0.666666667;15
24/12/2021;15;1;16;8;163;56;6.70488211;8500;48;986.34;45.327475;123;0.169791667;0.343558282;44.00847741;0.666666667;15
25/12/2021;15;8;23;1;125;19;3.538819163;4496;58;675.021;45.84718;114;0.09057971;0.152;30.11805912;0.958333333;1.875
26/12/2021;9;8;17;7;59;8.6;2.6577439;3402;51;398.5645;42.90372;106.5;0.057843137;0.145762712;17.78313441;0.708333333;1.125
27/12/2021;13;0;13;11;124;39;4.42531403;5570;66;746.896;32.34045;109.5;0.158974359;0.314516129;33.3249749;0.541666667;#¡DIV/0!
28/12/2021;13;6;19;5;129;30;5.590892063;7021;50;843.992;37.44623333;135;0.113157895;0.23255814;37.65720022;0.791666667;2.166666667
29/12/2021;12;4;16;8;145;41;5.96042837;7554;56;867;56.14728;103;0.151041667;0.282758621;38.68377022;0.666666667;3
30/12/2021;17;2;19;5;217;39;5.672372293;7272;55;1035.261;39.42708;103;0.190350877;0.179723502;46.19123257;0.791666667;8.5
31/12/2021;17;1;18;6;179;61;6.468065713;8139;66.7;1042.258;29.167125;108;0.165740741;0.340782123;46.50342443;0.75;17
01/01/2022;5;4;9;15;18;4;1.288502731;1556.3;62;206.4394;35.8311;122;0.033333333;0.222222222;9.210904629;0.375;1.25
02/01/2022;14;8;22;2;270;53;8.44239586;10569;55;1024.671;55.56328;116.5;0.204545455;0.196296296;45.71872839;0.916666667;1.75
03/01/2022;17;0;17;7;256;68.8;9.221287479;11658;56;1233.7471;29.07633;101.5;0.250980392;0.26875;55.04727719;0.708333333;#¡DIV/0!
04/01/2022;16;7;23;1;255;31;6.46318529;8265;61;892.828;45.38278;109.75;0.184782609;0.121568627;39.83616286;0.958333333;2.285714286
05/01/2022;13;1;14;10;203;60;4.38155826;9109;56;659.218;49.22308;115;0.241666667;0.295566502;29.41296152;0.583333333;13
06/01/2022;16;8;24;0;203;7;2.797427453;3618;54;708.932;65.99613333;96;0.140972222;0.034482759;31.63109872;1;2
07/01/2022;14;2;16;8;194;16;2.69831676;3534;60;692.311;48.992325;99.5;0.202083333;0.082474227;30.88950363;0.666666667;7
08/01/2022;13;11;24;0;202;26;5.74635156;7216;52;774.963;48.4883;105.5;0.140277778;0.128712871;34.57726715;1;1.181818182
09/01/2022;10;14;24;0;94;7;3.379376994;4292;53;548.786;48.48368333;103.5;0.065277778;0.074468085;24.4857111;1;0.714285714
10/01/2022;13;2;15;9;156;20;5.28418815;6719;55;730.736;29.8513;99;0.173333333;0.128205128;32.60394869;0.625;6.5
11/01/2022;10;12;22;2;93;11;3.43400518;4320;53;529.211;61.8423;88;0.070454545;0.11827957;23.61231456;0.916666667;0.833333333
12/01/2022;11;14;25;-1;51;8;1.93496151;2457;54;465.856;42.3623;99.5;0.034;0.156862745;20.78554378;1.041666667;0.785714286
13/01/2022;8;11;19;5;33;1.9;5.088734353;1762;52;697.257;50.29648;90.5;0.028947368;0.057575758;31.11018405;0.791666667;0.727272727
14/01/2022;10;14;24;0;58;14;3.07766632;3885;52;524.312;38.78073333;112;0.040277778;0.24137931;23.39373118;1;0.714285714
15/01/2022;9;12;21;3;80;15;2.416424433;3078;54;457.862;30.54805;123;0.063492063;0.1875;20.42886782;0.875;0.75
16/01/2022;13;9;22;2;281;58;10.08604626;12418.9;55;1073.419;37.46695;105.5;0.212878788;0.206405694;47.89376464;0.916666667;1.444444444
17/01/2022;13;9;22;2;150;64;8.873549499;8474;57;1164.97;32.6253;107.5;0.113636364;0.426666667;51.97858338;0.916666667;1.444444444
18/01/2022;13;7;20;4;69;16;3.30949285;4188;56;556.053;35.7207;106.5;0.0575;0.231884058;24.8099498;0.833333333;1.857142857
19/01/2022;12;9;21;3;54;13;2.29146885;2897;53;436.505;37.7279;115;0.042857143;0.240740741;19.47596207;0.875;1.333333333
20/01/2022;14;2;16;8;99;24;3.62018038;4594;64.8;698.588;66.80209;97;0.103125;0.242424242;31.16957055;0.666666667;7
21/01/2022;9;13;22;2;103;41;4.582301434;5783;54;790.971;62.06886667;92;0.078030303;0.398058252;35.29151143;0.916666667;0.692307692
22/01/2022;12;11;23;1;105;27;3.9413111;4985;53;596.463;45.88768333;102;0.076086957;0.257142857;26.61296152;0.958333333;1.090909091
23/01/2022;8;12;20;4;28;6;1.32569672;1711;53;284.292;46.7414;84;0.023333333;0.214285714;12.68452872;0.833333333;0.666666667
24/01/2022;15;7;22;2;210;26;8.32383118;7749;49.37716;1131.105;45.07051667;94;0.159090909;0.123809524;50.46759621;0.916666667;2.142857143
25/01/2022;17;7;24;0;210;33;7.77060309;9958;52;933.984;52.79993333;114;0.145833333;0.157142857;41.67245956;1;2.428571429
26/01/2022;10;6;16;8;118;24;4.04077508;5482;53;490.322;55.56035;97;0.122916667;0.203389831;21.87716676;0.666666667;1.666666667
27/01/2022;17;2;19;5;178;66;8.74994952;10799;62;1181.707;57.6073;126.5;0.156140351;0.370786517;52.72535416;0.791666667;8.5
28/01/2022;16;5;21;3;148;36;6.382123184;7965;58;836.912;46.951;101.5;0.117460317;0.243243243;37.34130508;0.875;3.2
29/01/2022;7;3;10;14;65;30;3.179997288;4041;60;436.964;34.0356;104.5;0.108333333;0.461538462;19.49644172;0.416666667;2.333333333
30/01/2022;16;7;23;1;138;47;4.80659195;6152;52;775.22;51.66193333;103;0.1;0.34057971;34.58873397;0.958333333;2.285714286
31/01/2022;13;7;20;4;157;23;5.447675943;6990;50.2572;741.072;65.34954;110;0.130833333;0.146496815;33.06511991;0.833333333;1.857142857
01/02/2022;10;3;13;11;183;16;3.96381259;5185;54;524.112;49.30646667;108;0.234615385;0.087431694;23.38480759;0.541666667;3.333333333
02/02/2022;17;8;25;-1;375;32;10.97630453;13996.47;67;1227.433;33.93643333;96;0.25;0.085333333;54.76555494;1.041666667;2.125
03/02/2022;15;7;22;2;334;66;11.29082543;13676;53;1245.67862;36.89042;128;0.253030303;0.19760479;55.57963726;0.916666667;2.142857143
04/02/2022;13;8;21;3;215;80;7.973248173;9939;59;1114.775;75.55023333;102.5;0.170634921;0.372093023;49.73898494;0.875;1.625
05/02/2022;4;0;4;20;20;12;0.879266783;1121.77;73.57;280.5936;28.52;95.25;0.083333333;0.6;12.51951366;0.166666667;#¡DIV/0!
06/02/2022;14;9;23;1;123;31;5.79520808;7210;59;647.176;41.07166;115;0.089130435;0.25203252;28.87567206;0.958333333;1.555555556
07/02/2022;12;7;19;5;128;23;4.34075133;5524;50;651.975;68.92632;123;0.112280702;0.1796875;29.08979364;0.791666667;1.714285714
08/02/2022;17;8;25;-1;235;38;6.316334788;8052;54;1064.611;57.98898;86;0.156666667;0.161702128;47.50076966;1.041666667;2.125
09/02/2022;10;7;17;7;117;13;2.291779663;3083;54;570.451;39.1496;108.75;0.114705882;0.111111111;25.45235917;0.708333333;1.428571429
10/02/2022;13;1;14;10;193;23;3.829891253;4762;53;844.953;41.5073;105;0.229761905;0.119170984;37.70007808;0.583333333;13
11/02/2022;11;9;20;4;91;7;2.23952601;2885;52;527.321;46.04251429;98.5;0.075833333;0.076923077;23.52798661;0.833333333;1.222222222
12/02/2022;16;8;24;0;198;59;6.75936549;8651;52;1155.236;35.31496667;105;0.1375;0.297979798;51.54427217;1;2
13/02/2022;9;11;20;4;44;8;1.59414511;2035;50;371.245;38.22154;97.5;0.036666667;0.181818182;16.56419409;0.833333333;0.818181818
14/02/2022;16;7;23;1;172;16;3.08273183;3991;50.1838;700.3;51.74441667;94;0.124637681;0.093023256;31.2459565;0.958333333;2.285714286
15/02/2022;14;9;23;1;149;18;4.71497923;5994;44.62;742.346;37.50132;89;0.107971014;0.120805369;33.12196319;0.958333333;1.555555556
16/02/2022;15;9;24;0;170;35;5.12629249;6562;53;872.923;38.05325;126;0.118055556;0.205882353;38.94804239;1;1.666666667
17/02/2022;18;6;24;0;212;40;7.136515443;8957;49;1033.739;44.64764;106;0.147222222;0.188679245;46.12332404;1;3
18/02/2022;15;7;22;2;155;27;4.57933147;5743;52;860.228;47.62725;108;0.117424242;0.174193548;38.3816174;0.916666667;2.142857143
19/02/2022;11;7;18;6;107;11;2.95464277;3743;49;468.895;38.51042;91.5;0.099074074;0.102803738;20.92113776;0.75;1.571428571
20/02/2022;13;10;23;1;125;28;4.05657744;5069;53;720.551;50.78782;136;0.09057971;0.224;32.14951478;0.958333333;1.3
21/02/2022;15;9;24;0;189;18;5.2263331;6748;51;792.144;50.92725;92;0.13125;0.095238095;35.3438483;1;1.666666667
22/02/2022;15;8;23;1;174;32;6.93808839;8727;51;876.109;42.45955;83;0.126086957;0.183908046;39.0901952;0.958333333;1.875
23/02/2022;15;9;24;0;195;19;5.41105704;6798;52;837.639;48.64362;106;0.135416667;0.097435897;37.37374233;1;1.666666667
24/02/2022;15;7;22;2;169;50;6.25626939;7634;56;1067.507;28.40010967;103.75;0.128030303;0.295857988;47.62998327;0.916666667;2.142857143
25/02/2022;17;6;23;1;164;20;4.18896658;5292;58;793.603;45.84843333;90.5;0.11884058;0.12195122;35.4089459;0.958333333;2.833333333
26/02/2022;12;9;21;3;121;42;4.89342558;5894;52;772.795;61.74186;92;0.096031746;0.347107438;34.48053542;0.875;1.333333333
27/02/2022;10;7;17;7;135;82.19;3.041007383;9439;51;530.405;49.511625;108;0.132352941;0.608814815;23.6655884;0.708333333;1.428571429
28/02/2022;13;8;21;3;91;4.08;2.50690137;3270;52;452.733;83.05695717;93;0.072222222;0.044835165;20.20002231;0.875;1.625
01/03/2022;14;10;24;0;130;16;4.58995243;5862;51;706.868;63.36746;88.5;0.090277778;0.123076923;31.53900725;1;1.4
02/03/2022;17;7;24;0;148;10;4.168363793;5340;53;752.153;46.11691667;100;0.102777778;0.067567568;33.55953151;1;2.428571429
03/03/2022;17;7;24;0;142;36;5.055073572;6422;44.6;897.992;65.68514;127;0.098611111;0.253521127;40.06656999;1;2.428571429
04/03/2022;13;9;22;2;104;20;3.98995891;5061;56;657.549;49.29005;100;0.078787879;0.192307692;29.33849414;0.916666667;1.444444444
05/03/2022;15;8;23;1;160;17;3.69120229;4794;47;790.71;48.70958333;105.5;0.115942029;0.10625;35.27986615;0.958333333;1.875
06/03/2022;16;8;24;0;204;30;6.66305529;8534;55.9977;935.861;84.22409767;100;0.141666667;0.147058824;41.75620747;1;2
07/03/2022;12;8;20;4;153;9;4.4506626;5922;57;690.651;48.860675;93;0.1275;0.058823529;30.81543781;0.833333333;1.5
08/03/2022;4;0;4;20;27;9;1.07580571;1341;59;183.777;49.0753625;115;0.1125;0.333333333;8.199754601;0.166666667;#¡DIV/0!
09/03/2022;10;2;12;12;84;9;2.21500728;2894;59;388.8;41.8355;106;0.116666667;0.107142857;17.34746235;0.5;5
10/03/2022;15;1;16;8;174;41;6.03470048;7675;56;923.066;67.92946667;105.5;0.18125;0.235632184;41.18532069;0.666666667;15
11/03/2022;13;7;20;4;369;75;1.69681374;2133;52;1527.787;50.9402;97;0.3075;0.203252033;68.16673731;0.833333333;1.857142857
12/03/2022;13;6;19;5;126;16;3.097581903;3952;67;706.803;64.56425;117.5;0.110526316;0.126984127;31.53610708;0.791666667;2.166666667
13/03/2022;13;11;24;0;109;16;3.02078452;3901;69.8;781.236;37.87026667;103;0.075694444;0.146788991;34.85715561;1;1.181818182
14/03/2022;13;5;18;6;193;55;3.54183648;4367;54;1107.7;64.61496;120;0.178703704;0.284974093;49.42331288;0.75;2.6
15/03/2022;14;2;16;8;293;69;4.63886234;5891;63;1524.762;49.65165;99.5;0.305208333;0.235494881;68.03176799;0.666666667;7
16/03/2022;13;4;17;7;182;35;7.175287583;9027;55;950.521;52.363625;106;0.178431373;0.192307692;42.41030675;0.708333333;3.25
17/03/2022;14;3;17;7;315;135.1;8.388574271;10443.1;65;1965.0201;44.7311;97;0.308823529;0.428888889;87.67518572;0.708333333;4.666666667
18/03/2022;4;2;6;18;16;1.6;0.67533358;765;53;175.6143;59.90173333;120;0.044444444;0.1;7.83555159;0.25;2
19/03/2022;6;8;14;10;200;105;0.635223062;779;49;1602.163;57.7297;117.5;0.238095238;0.525;71.48524261;0.583333333;0.75
20/03/2022;8;7;15;9;38;5;1.502326903;1951;56;343.938;59.632325;101;0.042222222;0.131578947;15.34581149;0.625;1.142857143
21/03/2022;10;7;17;7;61;4;1.20957387;1762;52;337.019;71.203;101;0.059803922;0.06557377;15.03709983;0.708333333;1.428571429
22/03/2022;14;0;14;10;399;68;3.59685271;4434;59;1687.734;37.342975;89.5;0.475;0.170426065;75.30324596;0.583333333;#¡DIV/0!
23/03/2022;14;9;23;1;120;26;5.28312402;6746;53;775.972;45.59306;103;0.086956522;0.216666667;34.62228667;0.958333333;1.555555556
24/03/2022;6;7;13;11;174;86;2.20661848;2775;51;1523.87;65.49685;101;0.223076923;0.494252874;67.99196877;0.541666667;0.857142857
25/03/2022;14;2;16;8;137;17;3.86132793;4924;56;713.96;50.48884;96;0.142708333;0.124087591;31.85543781;0.666666667;7
26/03/2022;12;9;21;3;145;40;2.936471712;7197;53;604.172;51.5865;95;0.115079365;0.275862069;26.95692136;0.875;1.333333333
27/03/2022;13;11;24;0;50;8;1.36371439;1764;59;486.962;32.6586205;89;0.034722222;0.16;21.72725042;1;1.181818182
28/03/2022;11;9;20;4;89;3;2.74268464;3525;48.7438;511.737;58.10578333;84;0.074166667;0.033707865;22.83266035;0.833333333;1.222222222
29/03/2022;15;7;22;2;351;101;3.34572415;4288;55;568.738;51.81415;102;0.265909091;0.287749288;25.37592861;0.916666667;2.142857143
30/03/2022;15;8;23;1;192;63;5.20964336;6577;47.8014;772.169;74.15012;95.5;0.139130435;0.328125;34.45260457;0.958333333;1.875
31/03/2022;11;8;19;5;166;84;1.82449626;2367;46;346.15;51.1329;99.5;0.145614035;0.506024096;15.44450641;0.791666667;1.375
01/04/2022;11;10;21;3;37;8;1.53702868;1962;64.13;357.292;26.37680667;98.5;0.029365079;0.216216216;15.94163971;0.875;1.1
02/04/2022;12;12;24;0;91;20;3.773400244;4797;56;613.51;38.49926667;96.75;0.063194444;0.21978022;27.37356386;1;1
03/04/2022;10;10;20;4;20;5.12;1.435047163;1844;51;321.016;46.788625;97;0.016666667;0.256;14.32307864;0.833333333;1
04/04/2022;11;11;22;2;70;9;2.87493269;3646;42.327133;501.515;74.82028333;94;0.053030303;0.128571429;22.37657557;0.916666667;1
05/04/2022;12;12;24;0;66;12;2.289239694;2919;44;519.178;79.8146;80;0.045833333;0.181818182;23.16466258;1;1
06/04/2022;15;9;24;0;136;19;5.042128733;6461;51;806.814;58.38655;97;0.094444444;0.139705882;35.99839375;1;1.666666667
07/04/2022;12;11;23;1;109;20;3.44946071;4380;46;549.175;60.27933333;96.5;0.078985507;0.183486239;24.50306748;0.958333333;1.090909091
08/04/2022;14;8;22;2;100;14;2.921123843;3643;43;550.279;69.16766;96.5;0.075757576;0.14;24.55232571;0.916666667;1.75
09/04/2022;13;8;21;3;436;65;2.29327147;2876;45;278.032;41.87985;89;0.346031746;0.149082569;12.4052203;0.875;1.625
10/04/2022;17;7;24;0;87;23;3.01380143;3752;49;650.065;42.42208333;103.5;0.060416667;0.264367816;29.00457334;1;2.428571429
11/04/2022;13;7;20;4;111;22;3.973943413;5094;50;707.394;85.214425;94;0.0925;0.198198198;31.5624763;0.833333333;1.857142857
12/04/2022;14;1;15;9;524;81.48;2.164051971;2698;62;364.611;55.80293333;95;0.582222222;0.155496183;16.26819855;0.625;14
13/04/2022;17;8;25;-1;143;16;3.96795177;5076;59;790.649;56.4969;95.75;0.095333333;0.111888112;35.27714445;1.041666667;2.125
14/04/2022;15;8;23;1;153;49;6.86901071;8343;49;855.311;65.36993333;113.5;0.110869565;0.320261438;38.1622309;0.958333333;1.875
15/04/2022;16;8;24;0;112;15;4.33078477;5579;52;655.866;53.80985;90;0.077777778;0.133928571;29.26340212;1;2
16/04/2022;10;9;19;5;57;19;2.31661653;2908;48;404.952;50.7826;95;0.05;0.333333333;18.06813162;0.791666667;1.111111111
17/04/2022;3;0;3;21;5;25;0.552311715;739.24;60;112.02974;23.81654193;113;0.027777778;5;4.998538316;0.125;#¡DIV/0!
18/04/2022;18;4;22;2;192;75;7.79494088;9366;48;1034.635;54.381525;104;0.145454545;0.390625;46.16330173;0.916666667;4.5
19/04/2022;16;5;21;3;145;56;4.72148587;6107;52;742.422;43.3539;95.25;0.115079365;0.386206897;33.12535416;0.875;3.2
20/04/2022;16;6;22;2;163;18;5.162404223;6582;56;879.016;48.95013333;100;0.123484848;0.110429448;39.21989961;0.916666667;2.666666667
21/04/2022;15;9;24;0;117;19;4.097242313;5156;54;690.599;56.58645;106;0.08125;0.162393162;30.81311768;1;1.666666667
22/04/2022;16;7;23;1;125;24;4.779891956;6083;62;787.275;31.22846667;100;0.09057971;0.192;35.12660346;0.958333333;2.285714286
23/04/2022;8;9;17;7;35;8;1.967584193;2498;60;451.799;52.89792;92;0.034313725;0.228571429;20.15834914;0.708333333;0.888888889
24/04/2022;17;7;24;0;98;12;3.350843371;4273;56;706.625;50.05221667;100;0.068055556;0.12244898;31.52816509;1;2.428571429
25/04/2022;14;8;22;2;185;22;6.44716311;8270;47;902.348;87.41346658;98;0.140151515;0.118918919;40.26092582;0.916666667;1.75
26/04/2022;15;9;24;0;170;38;4.57545031;9078;50.3303;718.447;64.27607143;101.5;0.118055556;0.223529412;32.05563859;1;1.666666667
27/04/2022;14;7;21;3;152;16;3.59820297;4644;47;713.607;62.55458333;89.5;0.120634921;0.105263158;31.83968767;0.875;2
28/04/2022;18;5;23;1;82;12;3.38964691;4323;45.1714;696.278;73.74544;99;0.05942029;0.146341463;31.06650307;0.958333333;3.6
29/04/2022;13;9;22;2;132;22;4.09129599;5254;53;724.264;53.71325;103;0.1;0.166666667;32.31518126;0.916666667;1.444444444
30/04/2022;17;8;25;-1;225;42;8.583390591;10880.43;58;1161.53259;36.852945;101;0.15;0.186666667;51.82521316;1.041666667;2.125
01/05/2022;10;8;18;6;157;71;7.607456884;9712;58;979.757;27.10325;113;0.14537037;0.452229299;43.71475739;0.75;1.25
02/05/2022;16;2;18;6;125;47;6.39556499;8257;53;996.161;55.45523333;99;0.115740741;0.376;44.44667038;0.75;8
03/05/2022;11;4;15;9;75;17;3.46088933;4373;56;521.665;88.755939;92;0.083333333;0.226666667;23.27562744;0.625;2.75
04/05/2022;13;7;20;4;243;55;9.608428196;12091.7;56;1216.3016;37.8974;95.5;0.2025;0.226337449;54.26889459;0.833333333;1.857142857
05/05/2022;5;7;12;12;69;8;5.12490348;3049;51;573.812;75.32975;96;0.095833333;0.115942029;25.60232013;0.5;0.714285714
06/05/2022;14;5;19;5;130;40;5.631425373;7012;55;838.727;54.6835;119.5;0.114035088;0.307692308;37.42228667;0.791666667;2.8
07/05/2022;16;8;24;0;195;23;7.01568547;9112;51;992.824;36.71896667;96;0.135416667;0.117948718;44.29778026;1;2
08/05/2022;12;10;22;2;106;8;2.50807625;3282;48;630.814;43.9957;99;0.08030303;0.075471698;28.14563302;0.916666667;1.2
09/05/2022;10;7;17;7;142;38;4.72221329;6054;46.4131;715.148;70.08826667;96;0.139215686;0.267605634;31.90844395;0.708333333;1.428571429
10/05/2022;14;1;15;9;142;36;6.28237407;7826;61.7;808.266;33.5072;105;0.157777778;0.253521127;36.06317903;0.625;14
11/05/2022;15;0;15;9;405;110.3;5.53249514;6929;56.0023;824.671;37.87098;106.5;0.45;0.272345679;36.79513664;0.625;#¡DIV/0!
12/05/2022;8;9;17;7;178;70;3.12405257;3903;52;426.298;53.0796;106;0.174509804;0.393258427;19.02054657;0.708333333;0.888888889
13/05/2022;13;0;13;11;211;43;7.55326825;9617;61;1028.427;61.922725;100;0.270512821;0.203791469;45.88631344;0.541666667;#¡DIV/0!
14/05/2022;14;8;22;2;183;80;3.974652253;4792;50;605.07;43.30706;101;0.138636364;0.43715847;26.99698829;0.916666667;1.75
15/05/2022;12;12;24;0;101;9;3.06135504;3961;53;576.03;45.49108333;103;0.070138889;0.089108911;25.70128277;1;1
16/05/2022;15;9;24;0;271;104;5.8382244;7353;49;902.074;59.443375;116;0.188194444;0.383763838;40.2487005;1;1.666666667
17/05/2022;14;9;23;1;231;96;8.213892373;10194;52;1085.943;40.46793333;104;0.167391304;0.415584416;48.45255996;0.958333333;1.555555556
18/05/2022;14;8;22;2;125;27;4.46672529;5781;46;638.029;46.6477;97;0.09469697;0.216;28.46755159;0.916666667;1.75
19/05/2022;15;8;23;1;276;94;7.245114453;9279;53;1053.463;40.99236667;112;0.2;0.34057971;47.00336866;0.958333333;1.875
20/05/2022;13;10;23;1;121;41;5.622340723;7235;50;1008.201;54.70726;103;0.087681159;0.338842975;44.98387061;0.958333333;1.3
21/05/2022;14;6;20;4;89;36;3.85663639;4984;47.3804;700.028;49.00154;103;0.074166667;0.404494382;31.23382041;0.833333333;2.333333333
22/05/2022;12;12;24;0;116;38;6.15461133;7806;49;993.667;73.18168;103.5;0.080555556;0.327586207;44.3353932;1;1
23/05/2022;9;10;19;5;81;9;3.34864856;4348;47;462.682;56.93356;101;0.071052632;0.111111111;20.64392638;0.791666667;0.9
24/05/2022;15;9;24;0;236;92;6.60247525;8419;48;868.423;42.7459;103.5;0.163888889;0.389830508;38.74726157;1;1.666666667
25/05/2022;12;9;21;3;151;26;5.50441715;6891;49;796.402;49.30568333;104;0.11984127;0.17218543;35.53383157;0.875;1.333333333
26/05/2022;16;9;25;-1;220;43;8.565098084;10740;47;1141.158;56.00861667;112;0.146666667;0.195454545;50.91614055;1.041666667;1.777777778
27/05/2022;12;10;22;2;178;22;4.374707043;5753;44;724.295;51.68301667;103.5;0.134848485;0.123595506;32.31656442;0.916666667;1.2
28/05/2022;9;6;15;9;129;55;2.344906754;2932.1;43.3;370.6137;72.35553333;98.5;0.143333333;0.426356589;16.53602677;0.625;1.5
