Fecha;Numero_horas_con_deambulacion;Numero_horas_estacionarias;Total_hrs_monitorizadas;Hrs_sin_registro;min_totales_en_movimiento;Total_min_de_ejercicio_diario;distancia_caminada_en_km;Numero_pasos_por_dia;FCr_promedio_diario;Gasto_calorico_activo;HRV_SDNN;FC_al_caminar_promedio_diario;ratio_mov;ratio_ejercicio;superavit_calorico;cobertura_monitorizacion;ratio_actividad_sedentaria
07/05/2020;16;9;25;-1;140;29;4.224217913;5630;44;816.829;72.394575;105;0.093333333;0.207142857;36.44524261;1.041666667;1.777777778
08/05/2020;15;7;22;2;157;29;4.10633047;4993;56;780.011;51.425775;105;0.118939394;0.184713376;34.80249861;0.916666667;2.142857143
09/05/2020;10;0;10;14;140;46;5.87099793;7383;59.7;792.195;46.6306;82.5;0.233333333;0.328571429;35.34612381;0.416666667;#¡DIV/0!
10/05/2020;10;8;18;6;73;15;3.91047387;4924;44;536.75;53.74196667;84;0.067592593;0.205479452;23.94868935;0.75;1.25
11/05/2020;11;9;20;4;147;34;4.08714662;5227;48;690.345;52.25436667;80;0.1225;0.231292517;30.80178472;0.833333333;1.222222222
12/05/2020;17;6;23;1;199;28;5.05016502;6363;45;801.85;82.812825;81;0.144202899;0.140703518;35.77691021;0.958333333;2.833333333
13/05/2020;17;7;24;0;242;84;6.88692329;8505;44;949.366;81.114575;91.5;0.168055556;0.347107438;42.35877301;1;2.428571429
14/05/2020;17;7;24;0;247;79;7.57633774;9538;43;1276.683;85.55326667;81.75;0.171527778;0.319838057;56.9629894;1;2.428571429
15/05/2020;13;1;14;10;177;53;5.71282588;7004;54;676.058;68.73806667;132.5;0.210714286;0.299435028;30.16432794;0.583333333;13
16/05/2020;4;7;11;13;11;4.2;0.737760842;958.5;49;145.7792;42.5732;87;0.016666667;0.381818182;6.504370329;0.458333333;0.571428571
17/05/2020;14;10;24;0;145;28;6.009843783;7443;44;838.27;72.037975;80;0.100694444;0.193103448;37.40189626;1;1.4
18/05/2020;17;7;24;0;174;44;5.2679756;6758;53;935.456;99.162599;84;0.120833333;0.252873563;41.7381372;1;2.428571429
19/05/2020;13;9;22;2;164;23;4.70970048;5859;43;752.207;69.16512;82.25;0.124242424;0.140243902;33.56194088;0.916666667;1.444444444
20/05/2020;16;9;25;-1;165;52;5.428430653;6894;42;947.971;72.02424;91.5;0.11;0.315151515;42.29653095;1.041666667;1.777777778
21/05/2020;13;7;20;4;114;28;3.62189837;4511;49;651.305;75.13166667;98;0.095;0.245614035;29.05989961;0.833333333;1.857142857
22/05/2020;15;10;25;-1;118;33;3.72478202;4745;43;742.313;58.7061;80;0.078666667;0.279661017;33.1204908;1.041666667;1.5
23/05/2020;8;5;13;11;28;7;1.13611834;1522;42.7855;185.528;82.38976667;84.625;0.035897436;0.25;8.277880647;0.541666667;1.6
24/05/2020;11;6;17;7;112;38;4.54671964;5464;53;693.067;43.5237;82.25;0.109803922;0.339285714;30.9232348;0.708333333;1.833333333
25/05/2020;16;1;17;7;197;92;5.88687805;12748;46;943.741;44.31258;91.5;0.193137255;0.467005076;42.10779699;0.708333333;16
26/05/2020;16;8;24;0;165;20;3.69090658;4556;44.3931;767.822;68.448175;93;0.114583333;0.121212121;34.25865031;1;2
27/05/2020;17;6;23;1;175;39;4.57433125;5900;47;933.56;59.27852;88;0.126811594;0.222857143;41.65354155;0.958333333;2.833333333
28/05/2020;18;6;24;0;149;45;4.812582323;6055;41.3;846.464;63.66135;90;0.103472222;0.302013423;37.76749582;1;3
29/05/2020;15;8;23;1;151;24;12.91632767;5259;48;1801.2351;37.465;90;0.10942029;0.158940397;80.36743335;0.958333333;1.875
30/05/2020;20;5;25;-1;299;104;12.64742338;15032.7;50;1529.85;86.60686667;105.5;0.199333333;0.347826087;68.25878416;1.041666667;4
31/05/2020;13;10;23;1;105;40;3.65812176;4615;57;684.362;47.58252;91.5;0.076086957;0.380952381;30.53483547;0.958333333;1.3
01/06/2020;16;0;16;8;195;82;7.421740301;8360;62;785.673;56.66126;98.5;0.203125;0.420512821;35.05512549;0.666666667;#¡DIV/0!
02/06/2020;16;0;16;8;185;86;6.4734363;7713;57;759.011;43.73195;92.5;0.192708333;0.464864865;33.86552147;0.666666667;#¡DIV/0!
03/06/2020;15;7;22;2;280;141.75;11.43902089;14053;49;1116.059;67.41094;92.5;0.212121212;0.50625;49.7962744;0.916666667;2.142857143
04/06/2020;13;0;13;11;94;27;3.60495159;4383;68.39;663.898;34.53365367;95.5;0.120512821;0.287234043;29.62177356;0.541666667;#¡DIV/0!
05/06/2020;17;6;23;1;231;90;11.23821975;13323;54;1299.066;43.64192;89.25;0.167391304;0.38961039;57.96167317;0.958333333;2.833333333
06/06/2020;14;9;23;1;130;49;6.98629598;8391;50;929.472;55.64633333;95.5;0.094202899;0.376923077;41.47114334;0.958333333;1.555555556
07/06/2020;9;10;19;5;53;11;2.05732484;2626;51;349.356;49.0031;100;0.046491228;0.20754717;15.58755159;0.791666667;0.9
08/06/2020;15;9;24;0;266;85;9.397659002;11443;50;1404.07827;75.80376;95.5;0.184722222;0.319548872;62.6471063;1;1.666666667
09/06/2020;7;8;15;9;104;17;2.64254295;3365;48;763.079;77.5654;93.5;0.115555556;0.163461538;34.04702733;0.625;0.875
10/06/2020;17;7;24;0;306;82;11.41085909;14066.49;48;1396.668;65.92466;93;0.2125;0.267973856;62.31647518;1;2.428571429
11/06/2020;14;7;21;3;213;56;8.292878049;9752;51;983.89;88.25848;124.5;0.169047619;0.262910798;43.89916341;0.875;2
12/06/2020;14;7;21;3;215;61;8.07014456;9938;44.9123;1121.548;86.101875;97.25;0.170634921;0.28372093;50.04118238;0.875;2
13/06/2020;11;9;20;4;128;23;4.39538198;5579;42;615.932;78.530675;98.625;0.106666667;0.1796875;27.48162856;0.833333333;1.222222222
14/06/2020;14;2;16;8;54;24;2.629915413;3306;51;538.673;77.6262;82;0.05625;0.444444444;24.03448968;0.666666667;7
15/06/2020;15;9;24;0;205;90;9.166027957;11148;42;1115.252;69.87572;87;0.142361111;0.43902439;49.76026771;1;1.666666667
16/06/2020;16;8;24;0;234;56;8.756391794;10636;45;1184.716;68.2692;79.5;0.1625;0.239316239;52.85960959;1;2
17/06/2020;18;0;18;6;260;115;11.28129913;13140;55;1073.964;63.140125;100;0.240740741;0.442307692;47.91808143;0.75;#¡DIV/0!
18/06/2020;14;9;23;1;140;32;4.30656214;5275;52;760.319;60.18678;92.125;0.101449275;0.228571429;33.92388176;0.958333333;1.555555556
19/06/2020;10;4;14;10;118;65;5.344999472;6181;56;856.697;52.1923;100;0.14047619;0.550847458;38.22407139;0.583333333;2.5
20/06/2020;14;1;15;9;175;60;6.59690552;8152;55;965.291;40.23753333;115.5;0.194444444;0.342857143;43.069314;0.625;14
21/06/2020;14;11;25;-1;207;124;9.08465744;11473;57;1299.578;51.754125;93.5;0.138;0.599033816;57.98451757;1.041666667;1.272727273
22/06/2020;11;7;18;6;150;47;4.83688301;6141;53;752.161;60.78556667;88;0.138888889;0.313333333;33.55988846;0.75;1.571428571
23/06/2020;17;7;24;0;183;60;6.091627205;7567;47;985.279;64.08573333;100;0.127083333;0.327868852;43.96113776;1;2.428571429
24/06/2020;8;8;16;8;78;16;2.80340213;3421;46;405.289;105.0171;85.5;0.08125;0.205128205;18.08316788;0.666666667;1
25/06/2020;17;7;24;0;160;47;6.97617508;8278;46;956.934;58.42185;94;0.111111111;0.29375;42.69644172;1;2.428571429
26/06/2020;15;8;23;1;148;34;5.49073221;6750;46;807.386;71.49876667;81;0.107246377;0.22972973;36.02391523;0.958333333;1.875
27/06/2020;15;9;24;0;66;18;2.572759486;3165;47;559.859;67.96628;86.75;0.045833333;0.272727273;24.97976576;1;1.666666667
28/06/2020;6;7;13;11;31;5.45;1.41422917;1932.76;46;270.4466;91.379;93.75;0.03974359;0.175806452;12.06677524;0.541666667;0.857142857
29/06/2020;17;6;23;1;147;32;5.34442492;6477;54;815.306;53.73925;86.75;0.106521739;0.217687075;36.37728946;0.958333333;2.833333333
30/06/2020;10;8;18;6;53;9;1.896299633;2248;44;378.165;119.874915;83.75;0.049074074;0.169811321;16.87295036;0.75;1.25
01/07/2020;16;8;24;0;207;66;7.49746382;9275;44;1107.061;62.234675;79;0.14375;0.31884058;49.39480201;1;2
02/07/2020;15;8;23;1;163;43;5.90853811;7209;43;864.305;86.469825;84;0.118115942;0.263803681;38.56352482;0.958333333;1.875
03/07/2020;16;7;23;1;170;41;6.131704366;7538;43.7607;878.613;71.85496667;89.5;0.123188406;0.241176471;39.20191857;0.958333333;2.285714286
04/07/2020;12;6;18;6;107;27;3.284265963;4194;48;668.627;70.38385;84;0.099074074;0.252336449;29.83277189;0.75;2
05/07/2020;2;0;2;22;3;9.7;0.502190608;689.7;54;172.6217;87.9622775;81;0.025;3.233333333;7.702027886;0.083333333;#¡DIV/0!
06/07/2020;16;10;26;-2;189;44;6.37192205;7914;43;1019.86;76.92856667;84;0.121153846;0.232804233;45.50407139;1.083333333;1.6
07/07/2020;15;8;23;1;218;62;7.19752734;8967;45;1073.198;78.77925;84;0.157971014;0.28440367;47.88390407;0.958333333;1.875
08/07/2020;17;0;17;7;195;52;7.05090944;8635;57;1079.912;59.293925;103;0.191176471;0.266666667;48.18346905;0.708333333;#¡DIV/0!
09/07/2020;16;8;24;0;161;70;6.64338087;8336;54;1034.584;36.9141075;95;0.111805556;0.434782609;46.16102621;1;2
10/07/2020;18;2;20;4;129;26;6.305041604;7900;49;861.436;51.811675;94;0.1075;0.201550388;38.4355159;0.833333333;9
11/07/2020;12;7;19;5;195;100;10.90593812;14193.8;59;1194.509;36.99515;89;0.171052632;0.512820513;53.29655326;0.791666667;1.714285714
12/07/2020;16;3;19;5;128;79;5.503398183;6872;48;1043.745;48.792125;90;0.112280702;0.6171875;46.56977133;0.791666667;5.333333333
13/07/2020;14;8;22;2;88;35;4.6749291;5884;49;641.922;54.7461;104.5;0.066666667;0.397727273;28.6412493;0.916666667;1.75
14/07/2020;16;8;24;0;98;16;3.228282402;4143;45;585.38;71.37175;90;0.068055556;0.163265306;26.11846068;1;2
15/07/2020;16;8;24;0;170;86;7.938365811;9892;50;1200.276;39.9196;101;0.118055556;0.505882353;53.55386503;1;2
16/07/2020;17;7;24;0;154;72;6.00962633;7215;55;1062.845;57.335036;94.5;0.106944444;0.467532468;47.42197434;1;2.428571429
17/07/2020;16;5;21;3;150;54;6.0209477;7428;45;1023.534;39.18755;94;0.119047619;0.36;45.66799777;0.875;3.2
18/07/2020;13;9;22;2;100;47;4.56278023;5768;51;893.724;42.29052;96.25;0.075757576;0.47;39.87614055;0.916666667;1.444444444
19/07/2020;17;4;21;3;219;108.4;9.79104068;14170;61.1;1539.106;56.743;112;0.173809524;0.494977169;68.67176799;0.875;4.25
20/07/2020;17;9;26;-2;146;74;6.12262373;7451;52;1071.152;60.3069;98.625;0.093589744;0.506849315;47.79261573;1.083333333;1.888888889
21/07/2020;14;7;21;3;134;35;4.33236583;5538;42;714.729;65.09295;87.5;0.106349206;0.26119403;31.88974902;0.875;2
22/07/2020;19;5;24;0;206;66;7.45178112;9287;46;1208.332;76.88615;90.5;0.143055556;0.32038835;53.91330731;1;3.8
23/07/2020;13;6;19;5;87;25;2.79888776;3649;50;561.498;58.1276;89;0.076315789;0.287356322;25.05289459;0.791666667;2.166666667
24/07/2020;21;3;24;0;175;55;6.73182087;8253;58;1182.416;50.136175;92.25;0.121527778;0.314285714;52.75698829;1;7
25/07/2020;13;2;15;9;184;80;5.3356829;6649;59;1018.459;37.3062;100;0.204444444;0.434782609;45.44156163;0.625;6.5
26/07/2020;16;6;22;2;101;44;3.844428084;4825;50;711.374;53.88882;90.5;0.076515152;0.435643564;31.74005577;0.916666667;2.666666667
27/07/2020;17;7;24;0;209;64;6.69183953;8410;38.5;1714.3468;67.38391667;89.75;0.145138889;0.306220096;76.49065477;1;2.428571429
28/07/2020;7;7;14;10;52;39;1.51246075;1942;48;384.07;66.7128;101;0.061904762;0.75;17.13641941;0.583333333;1
29/07/2020;14;8;22;2;90;26;2.79772962;3586;43;630.011;64.38938;94.5;0.068181818;0.288888889;28.1098048;0.916666667;1.75
30/07/2020;10;7;17;7;95;48;5.59759561;6048;44;1206.611;52.250375;97.25;0.093137255;0.505263158;53.8365198;0.708333333;1.428571429
31/07/2020;12;10;22;2;112;49;6.05934942;4677;46;981.994;84.273;89.5;0.084848485;0.4375;43.81456776;0.916666667;1.2
01/08/2020;13;11;24;0;47;17;2.53475108;3228;44;538.248;73.95591667;97;0.032638889;0.361702128;24.01552705;1;1.181818182
02/08/2020;11;11;22;2;72;20;3.553377933;4453;42;1382.501;101.5024;91;0.054545455;0.277777778;61.68437256;0.916666667;1
03/08/2020;17;7;24;0;128;38;3.27366709;4241;44;748.62;63.06502;76.5;0.088888889;0.296875;33.40189626;1;2.428571429
04/08/2020;13;9;22;2;92;21;2.586312793;3288;44;588.126;101.879075;88;0.06969697;0.22826087;26.2409816;0.916666667;1.444444444
05/08/2020;15;8;23;1;155;73;8.05191638;9844;43.1461;1135.674;71.5113;89.5;0.112318841;0.470967742;50.67145566;0.958333333;1.875
06/08/2020;17;1;18;6;186;51;6.88691666;8714;40.3;990.708;51.87885;83.5;0.172222222;0.274193548;44.20336866;0.75;17
07/08/2020;14;9;23;1;122;46;3.90973497;4946;46;785.482;66.25228;89.5;0.088405797;0.37704918;35.04660346;0.958333333;1.555555556
08/08/2020;7;9;16;8;32;23;1.901240052;2406;43;397.5768;121.94768;81;0.033333333;0.71875;17.73906525;0.666666667;0.777777778
09/08/2020;15;9;24;0;175;63;5.79866443;7329;47;1046.21;64.06542857;94.5;0.121527778;0.36;46.6797546;1;1.666666667
10/08/2020;14;8;22;2;229;110.7;9.15475001;11032;49;1372.681;41.3382;106;0.173484848;0.483406114;61.24622421;0.916666667;1.75
11/08/2020;15;9;24;0;186;106;6.04049666;7547;44;859.383;52.26241667;91;0.129166667;0.569892473;38.34391523;1;1.666666667
12/08/2020;14;9;23;1;178;105;4.198746234;8073;44;1140.219;88.410275;100;0.128985507;0.58988764;50.87424428;0.958333333;1.555555556
13/08/2020;14;8;22;2;146;76;4.988146293;10334;49;814.015;42.25081333;92;0.110606061;0.520547945;36.31968767;0.916666667;1.75
14/08/2020;17;7;24;0;133;59;4.32771988;5502;46;1334.811;49.59041667;93.25;0.092361111;0.443609023;59.55654211;1;2.428571429
15/08/2020;14;7;21;3;100;39;3.944398753;5009;47;742.447;48.81825;89;0.079365079;0.39;33.1264696;0.875;2
16/08/2020;16;2;18;6;84;35;3.34189226;4107;43;684.483;66.8949;91;0.077777778;0.416666667;30.54023424;0.75;8
17/08/2020;14;7;21;3;170;95;5.050385073;5704;43;627.93;105.4041;106;0.134920635;0.558823529;28.01695482;0.875;2
18/08/2020;13;11;24;0;120;54;4.803117425;5712;48;699.075;71.7204;89;0.083333333;0.45;31.1912995;1;1.181818182
19/08/2020;16;4;20;4;167;48;4.732479329;5885;43;956.334;70.698725;92;0.139166667;0.28742515;42.66967094;0.833333333;4
20/08/2020;17;7;24;0;158;43;4.32265306;5675;44;841.307;59.68252;91.5;0.109722222;0.272151899;37.537401;1;2.428571429
21/08/2020;9;6;15;9;41;27;1.618914714;1953.1;46;517.134;40.31599;96.5;0.045555556;0.658536585;23.07346347;0.625;1.5
22/08/2020;15;8;23;1;149;68;6.67459098;8396;41;979.909;59.28996667;95.5;0.107971014;0.456375839;43.72153932;0.958333333;1.875
23/08/2020;14;1;15;9;205;81;12.23248692;9444;57;1696.9367;67.38283333;93.75;0.227777778;0.395121951;75.71385165;0.625;14
24/08/2020;10;8;18;6;104;42;3.52283826;4578;43;623.894;56.69512;105.75;0.096296296;0.403846154;27.83687674;0.75;1.25
25/08/2020;13;8;21;3;106;31;3.02403542;3913;52;710.322;46.5655;91;0.084126984;0.29245283;31.69311768;0.875;1.625
26/08/2020;19;6;25;-1;248;58;6.18281364;7983;43;1198.663;77.46338333;87.5;0.165333333;0.233870968;53.48189626;1.041666667;3.166666667
27/08/2020;15;7;22;2;129;28;3.06641977;3764;46;703.769;58.64034;95.5;0.097727273;0.217054264;31.4007362;0.916666667;2.142857143
28/08/2020;13;4;17;7;93;10;2.86869112;3610;59.1;622.13;45.29428;94;0.091176471;0.107526882;27.75817066;0.708333333;3.25
29/08/2020;15;6;21;3;251;110;10.62519826;12465.6;56;1462.565;63.59255;90;0.199206349;0.438247012;65.25666481;0.875;2.5
30/08/2020;17;6;23;1;193;66;6.97716985;8943;56;1680.297;48.558725;88;0.139855072;0.341968912;74.9714222;0.958333333;2.833333333
31/08/2020;8;8;16;8;114;8.6;2.71425045;3599;47;1040.729;118.2854667;90.5;0.11875;0.075438596;46.43520357;0.666666667;1
01/09/2020;16;0;16;8;231;42;5.94358275;7609;47;1728.21789;52.82116667;82;0.240625;0.181818182;77.10955449;0.666666667;#¡DIV/0!
02/09/2020;16;7;23;1;293;116;9.599800404;12127.76;44;1546.771;48.55685;92;0.212318841;0.395904437;69.01376464;0.958333333;2.285714286
03/09/2020;16;1;17;7;193;51;5.57586045;7087;42;1011.964;59.61574;79;0.189215686;0.264248705;45.15176799;0.708333333;16
04/09/2020;18;7;25;-1;211;108;7.5480207;9473;46;1355.836;69.18576;89;0.140666667;0.511848341;60.49463469;1.041666667;2.571428571
05/09/2020;16;3;19;5;149;69;5.05952984;6404;56.8897;1018.973;37.59386667;82;0.130701754;0.463087248;45.46449526;0.791666667;5.333333333
06/09/2020;8;8;16;8;63;35;2.465288433;3123;46;480.484;66.20896667;100.5;0.065625;0.555555556;21.43821528;0.666666667;1
07/09/2020;17;7;24;0;249;89;8.06934686;10202;48;1343.794;73.19313333;82;0.172916667;0.357429719;59.95734523;1;2.428571429
08/09/2020;15;8;23;1;178;47;5.54662528;6977;47.8505;935.779;49.5159;89;0.128985507;0.264044944;41.7525488;0.958333333;1.875
09/09/2020;14;1;15;9;174;62;5.84786427;7407;52;1006.919;28.84578333;91;0.193333333;0.356321839;44.92667038;0.625;14
10/09/2020;15;10;25;-1;153;55;4.67314404;6001;41.29;904.099;76.884075;78.5;0.102;0.359477124;40.33905187;1.041666667;1.5
11/09/2020;13;7;20;4;125;41;3.52250579;4554;43;725.402;85.207;89;0.104166667;0.328;32.3659565;0.833333333;1.857142857
12/09/2020;14;2;16;8;171;64;6.77861155;8450;57;1017.118;48.26933333;95.5;0.178125;0.374269006;45.38172895;0.666666667;7
13/09/2020;15;8;23;1;250;69;8.753300709;11094;49;1302.713;48.2433;91;0.18115942;0.276;58.12439487;0.958333333;1.875
14/09/2020;18;7;25;-1;195;80;6.72720706;8557;47;1231.906;48.1086;82.5;0.13;0.41025641;54.96513107;1.041666667;2.571428571
15/09/2020;7;6;13;11;55;13.7;1.785851616;2476.19;43;341.21537;56.92013333;90;0.070512821;0.249090909;15.2243333;0.541666667;1.166666667
16/09/2020;19;5;24;0;157;53;5.63833993;6861;55;985.33;31.45976667;95;0.109027778;0.337579618;43.96341327;1;3.8
17/09/2020;14;8;22;2;154;58;5.513559333;6934;46.759;902.242;67.19304;103;0.116666667;0.376623377;40.25619632;0.916666667;1.75
18/09/2020;16;8;24;0;214;76;6.34237255;8108;46;1205.719;58.74886667;95;0.148611111;0.355140187;53.79672058;1;2
19/09/2020;12;9;21;3;90;50;3.808208063;4642;50;695.069;64.632675;95.5;0.071428571;0.555555556;31.01255996;0.875;1.333333333
20/09/2020;10;11;21;3;125;79;7.09303952;8242;46;1171.41;85.59537;103.5;0.099206349;0.632;52.26592303;0.875;0.909090909
21/09/2020;16;8;24;0;180;68;5.53009311;7090;48;1126.359;53.40716;95.5;0.125;0.377777778;50.25583938;1;2
22/09/2020;13;8;21;3;172;62;4.55036047;5720;47;853.674;47.17493333;88.75;0.136507937;0.360465116;38.0891913;0.875;1.625
23/09/2020;16;8;24;0;210;100;6.22007859;8041;47;1334.242;46.2378;95.5;0.145833333;0.476190476;59.53115449;1;2
24/09/2020;16;4;20;4;136;44;3.93811025;5048;53;867.423;46.3382;91.5;0.113333333;0.323529412;38.70264361;0.833333333;4
25/09/2020;17;8;25;-1;155;66;5.353662519;6808;42;1049.442;72.25856667;95;0.103333333;0.425806452;46.82395984;1.041666667;2.125
26/09/2020;17;0;17;7;258;78;6.984118193;10683;58;1251.532;36.14895;93;0.252941176;0.302325581;55.84080312;0.708333333;#¡DIV/0!
27/09/2020;16;2;18;6;196;57;4.782010325;6116;58.71;1053.358;48.1161;96;0.181481481;0.290816327;46.99868377;0.75;8
28/09/2020;10;11;21;3;175;74;5.45839877;7180;50;1003.549;48.96368;93;0.138888889;0.422857143;44.77630786;0.875;0.909090909
29/09/2020;14;2;16;8;173;72;5.11707775;6658;54;1029.085;46.94615;91.5;0.180208333;0.416184971;45.91567206;0.666666667;7
30/09/2020;15;8;23;1;230;116;7.39057994;9781;45;1522.178;56.8556;89;0.166666667;0.504347826;67.91647518;0.958333333;1.875
01/10/2020;16;1;17;7;264;83;7.560791948;9865;63.8;1305.087;32.31006417;91;0.258823529;0.314393939;58.2303179;0.708333333;16
02/10/2020;18;7;25;-1;256;108;8.07913996;11305.5;49;1529.532;42.72773333;92.25;0.170666667;0.421875;68.24459565;1.041666667;2.571428571
03/10/2020;14;1;15;9;123;47;4.257192433;5495;59;764.82;39.54;90;0.136666667;0.382113821;34.12470719;0.625;14
04/10/2020;14;8;22;2;103;54;3.776048403;4955;50;804.533;55.26482;91;0.078030303;0.524271845;35.89662019;0.916666667;1.75
05/10/2020;17;8;25;-1;182;52;5.0377597;7534;45;964.482;64.47696667;83.5;0.121333333;0.285714286;43.03321807;1.041666667;2.125
06/10/2020;13;9;22;2;128;37;3.662138039;4689;48;824.699;50.61356667;93.5;0.096969697;0.2890625;36.79638595;0.916666667;1.444444444
07/10/2020;14;9;23;1;141;41;3.95648879;5357;52;771.075;53.98993333;84;0.102173913;0.290780142;34.40379253;0.958333333;1.555555556
08/10/2020;16;8;24;0;181;88;7.23147119;9173;45;1322.078;85.3227;94;0.125694444;0.486187845;58.98842164;1;2
09/10/2020;17;8;25;-1;194;63;7.99038194;10455;46;1112.476;35.313525;87;0.129333333;0.324742268;49.63640825;1.041666667;2.125
10/10/2020;15;9;24;0;161;77;6.27732139;8065;49;1109.071;78.0078;108.5;0.111805556;0.47826087;49.4844841;1;1.666666667
11/10/2020;11;10;21;3;105;54;4.3700638;5540;53;848.794;71.1327;90.25;0.083333333;0.514285714;37.87145566;0.875;1.1
12/10/2020;17;8;25;-1;163;63;4.30829808;5859;49;1046.258;48.80416667;92;0.108666667;0.386503067;46.68189626;1.041666667;2.125
13/10/2020;15;6;21;3;232;103;5.770826172;7498;51;1093.372;49.179475;92.75;0.184126984;0.443965517;48.78402677;0.875;2.5
14/10/2020;15;9;24;0;159;71;4.00233098;5202;48;1908.9278;51.630825;91.5;0.110416667;0.446540881;85.1724618;1;1.666666667
15/10/2020;15;2;17;7;104;38;3.9099303;4900;49;867.191;83.4642;84;0.101960784;0.365384615;38.69229225;0.708333333;7.5
16/10/2020;14;9;23;1;205;60;5.27158486;6994;47;1043.821;53.844725;92;0.148550725;0.292682927;46.5731623;0.958333333;1.555555556
17/10/2020;14;11;25;-1;89;50;4.302609805;5409;46;872.413;51.19318333;90;0.059333333;0.561797753;38.92528723;1.041666667;1.272727273
18/10/2020;12;8;20;4;164;111.5;7.84286262;10233;48;1320.766;49.059575;124;0.136666667;0.679878049;58.92988288;0.833333333;1.5
19/10/2020;16;8;24;0;165;53;5.097721583;6519;56;962.91;44.57934;99;0.114583333;0.321212121;42.96307864;1;2
20/10/2020;17;7;24;0;282;83;6.81714256;8998;52;1307.606;63.46906;87;0.195833333;0.294326241;58.34271054;1;2.428571429
21/10/2020;14;3;17;7;159;51;4.64772381;6275;53;926.827;61.54026667;90;0.155882353;0.320754717;41.35312883;0.708333333;4.666666667
22/10/2020;13;7;20;4;135;56;3.992458813;5279;47;855.599;69.6029;90;0.1125;0.414814815;38.17508087;0.833333333;1.857142857
23/10/2020;6;2;8;16;28;16.9;1.762805484;2283.1;61;395.2672;37.3162;91;0.058333333;0.603571429;17.63601562;0.333333333;3
24/10/2020;15;8;23;1;131;48;4.983952043;6275;50;815.039;56.96852;103;0.094927536;0.366412214;36.36537646;0.958333333;1.875
25/10/2020;15;8;23;1;59;26;2.169676713;2827;48;575.625;50.2733;95.5;0.042753623;0.440677966;25.68321249;0.958333333;1.875
26/10/2020;12;11;23;1;134;78;3.459435483;7306;46;849.755;97.962628;99;0.097101449;0.582089552;37.91433352;0.958333333;1.090909091
27/10/2020;14;9;23;1;149;28;4.347884;5723;48;806.071;39.5387;95.5;0.107971014;0.187919463;35.96524261;0.958333333;1.555555556
28/10/2020;10;11;21;3;94;35;2.7125112;3541;46;587.605;78.06762;85;0.074603175;0.372340426;26.21773564;0.875;0.909090909
29/10/2020;15;9;24;0;125;45;3.716592453;4890;48;1151.457;42.85844;97.25;0.086805556;0.36;51.3756609;1;1.666666667
30/10/2020;14;8;22;2;111;39;3.281678893;4315;53;786.947;50.43113333;105.25;0.084090909;0.351351351;35.11196877;0.916666667;1.75
31/10/2020;14;9;23;1;185;101;8.08370368;10504;50;1392.326;63.82422857;99;0.134057971;0.545945946;62.122744;0.958333333;1.555555556
01/11/2020;8;10;18;6;79;21;3.54442428;4680;48;509.458;39.10605;98;0.073148148;0.265822785;22.73097602;0.75;0.8
02/11/2020;13;12;25;-1;121;31;2.51366343;3297;49;723.275;61.35806;98.5;0.080666667;0.256198347;32.2710541;1.041666667;1.083333333
03/11/2020;14;0;14;10;189;83;4.289883906;6891;57;1010.662;59.16329;102;0.225;0.439153439;45.0936754;0.583333333;#¡DIV/0!
04/11/2020;17;0;17;7;125;58;4.24859054;5445;56;956.028;50.25301667;88.75;0.12254902;0.464;42.65601785;0.708333333;#¡DIV/0!
05/11/2020;14;8;22;2;173;84;6.968686263;8304;48;787.726;59.994375;93;0.131060606;0.485549133;35.14672616;0.916666667;1.75
06/11/2020;17;7;24;0;170;67;6.09857209;7714;57;1093.654;45.642;90.75;0.118055556;0.394117647;48.79660904;1;2.428571429
07/11/2020;10;12;22;2;80;37;3.040206797;3724;48;561.668;52.88544;91.25;0.060606061;0.4625;25.06047964;0.916666667;0.833333333
08/11/2020;14;10;24;0;110;38;3.223811063;7017;39.821011;543.194;94.67276667;89;0.076388889;0.345454545;24.23620747;1;1.4
09/11/2020;15;8;23;1;105;68;4.4462172;5556;50;958.845;59.40085;112.5;0.076086957;0.647619048;42.78170664;0.958333333;1.875
10/11/2020;13;11;24;0;183;88.42;6.25780725;7651;47;1439.762;60.8545;105;0.127083333;0.483169399;64.23924149;1;1.181818182
11/11/2020;16;7;23;1;164;46;7.08869662;5951;49;1507.97849;57.45486;84.5;0.11884058;0.280487805;67.28292203;0.958333333;2.285714286
12/11/2020;16;8;24;0;148;19;7.266917937;4346;49;1087.668;71.48303333;88;0.102777778;0.128378378;48.52952593;1;2
13/11/2020;8;6;14;10;89;14;2.10166685;2827;48;349.674;79.2739;90.75;0.105952381;0.157303371;15.6017401;0.583333333;1.333333333
14/11/2020;15;2;17;7;158;87;6.949801413;8778.99;49;1248.083;74.369;91.5;0.154901961;0.550632911;55.68691578;0.708333333;7.5
15/11/2020;12;2;14;10;73;17;2.36398499;3044;54;507.017;35.11331375;88;0.086904762;0.232876712;22.62206358;0.583333333;6
16/11/2020;16;7;23;1;175;87;4.96450046;6184;45;1467.282;50.2095;102;0.126811594;0.497142857;65.46712772;0.958333333;2.285714286
17/11/2020;14;9;23;1;163;59;5.229980781;6753;47;1219.815;38.134275;90;0.118115942;0.36196319;54.42565533;0.958333333;1.555555556
