archivo,variable,count,mean,std,var,min,p10,median,p90,max,iqr,cv,mad_scaled
DB_final_v3_u2,FC_al_caminar_promedio_diario,50,101.79,8.969244502118086,80.44734693877551,86.0,93.0,101.0,110.0,144.0,8.25,0.08811518324116402,6.6716999999999995
DB_final_v3_u3,Numero_horas_con_deambulacion,980,11.271428571428572,3.2460866673096382,10.537078651685393,0.0,7.0,12.0,14.0,40.0,3.0,0.2879924799894482,2.9652
DB_final_v3_u3,Numero_horas_estacionarias,980,5.626530612244898,4.634474692262246,21.478355673219234,0.0,1.0,4.0,12.0,50.0,7.0,0.8236824806704752,4.4478
DB_final_v3_u3,Total_hrs_monitorizadas,980,16.897959183673468,4.26997450174159,18.23268224552334,3.0,13.0,16.0,23.0,65.0,5.0,0.25269172776007,2.9652
DB_final_v3_u3,Hrs_sin_registro,980,7.1020408163265305,4.269974501741589,18.232682245523335,-41.0,1.0,8.0,11.0,21.0,5.0,0.6012320419118904,2.9652
DB_final_v3_u3,min_totales_en_movimiento,980,127.17959183673469,71.90139366143272,5169.810410456317,1.0,26.900000000000006,141.0,215.0,280.0,130.0,0.5653532349257363,88.95599999999999
DB_final_v3_u3,Total_min_de_ejercicio_diario,980,54.52787755102041,55.70546895674439,3103.099271690813,1.0,2.0,31.0,134.05700000000002,387.3199999999998,86.0,1.0215961350159308,40.0302
DB_final_v3_u3,distancia_caminada_en_km,980,6.991620992394806,3.866533137726693,14.950078505138626,0.1037429399999999,1.70347661,7.8942458,11.55791732333,18.521315014,6.97627447425,0.5530238469637508,4.638834196079999
DB_final_v3_u3,Numero_pasos_por_dia,980,9079.520112244898,4909.014129948393,24098419.728032976,133.7,2263.6,10270.0,14933.1,21560.8,8889.5,0.5406688976136478,5951.8976999999995
DB_final_v3_u3,FCr_promedio_diario,980,51.77427210510204,6.638865338666407,44.074532984946224,40.0,43.0,51.0,60.0,85.7,9.0,0.12822711104831133,5.9304
DB_final_v3_u3,Gasto_calorico_activo,980,686.4976519081632,388.6804217639231,151072.47026258116,20.9412,244.01619,651.5875,1200.6193,3619.498699999999,405.86349999999993,0.5661788072887963,294.3398366999999
DB_final_v3_u3,HRV_SDNN,980,36.328033562492955,14.227131685813154,202.41127600546864,14.765598333333331,21.972994,33.65710833333333,55.10344400000001,105.877912,15.293558333333333,0.39162955686382156,10.91060166
DB_final_v3_u3,FC_al_caminar_promedio_diario,980,109.44461734693878,10.544081599350127,111.17765677375394,75.5,96.0,109.0,123.5,158.0,14.0,0.0963417101265515,10.3782
DB_final_v3_u4,Numero_horas_con_deambulacion,96,13.229166666666666,2.8376386278834276,8.052192982456141,2.0,9.5,14.0,16.0,19.0,3.0,0.21449866793449532,2.9652
DB_final_v3_u4,Numero_horas_estacionarias,96,1.2708333333333333,1.7620512368837373,3.1048245614035084,0.0,0.0,1.0,3.0,10.0,2.0,1.3865321208265475,1.4826
DB_final_v3_u4,Total_hrs_monitorizadas,96,14.5,3.4549735317746153,11.936842105263159,3.0,10.0,15.0,18.0,24.0,3.0,0.2382740366741114,2.9652
DB_final_v3_u4,Hrs_sin_registro,96,9.5,3.4549735317746153,11.936842105263159,0.0,6.0,9.0,14.0,21.0,3.0,0.3636814243973279,2.9652
DB_final_v3_u4,min_totales_en_movimiento,96,162.15625,84.8688558740391,7202.722697368421,25.0,70.5,146.0,275.0,410.0,136.25,0.5233770260106477,88.95599999999999
DB_final_v3_u4,Total_min_de_ejercicio_diario,96,13.369270833333333,8.414930996344868,70.81106367324563,1.3,4.5,11.0,26.5,43.000000000000014,11.25,0.629423332150927,7.412999999999999
DB_final_v3_u4,distancia_caminada_en_km,96,4.5705706600000005,2.304010280107782,5.3084633708423405,1.0506131,1.9747325,4.319105195,7.1605905,10.865419649999998,3.3867146400000006,0.5040968516845513,2.5472199965100004
DB_final_v3_u4,Numero_pasos_por_dia,96,5697.479166666667,2795.7707874918824,7816334.296192981,1368.6,2507.5,5477.5,8979.0,13362.899999999998,3935.25,0.4907031172397528,2926.6524
DB_final_v3_u4,FCr_promedio_diario,96,64.54270833333334,8.702519233461764,75.73384100877192,46.0,53.5,64.5,75.5,87.69999999999999,11.25,0.13483349952588392,8.1543
DB_final_v3_u4,Gasto_calorico_activo,96,428.73601510416665,184.49617280151085,34038.83777840495,89.46799999999999,204.4805,412.433,680.8705,1024.90275,243.1932500000001,0.43032580959331174,187.04778120000003
DB_final_v3_u4,HRV_SDNN,96,38.33603770347222,11.147883580938464,124.27530833415739,17.521630000000002,22.699116666666665,37.01159583333333,54.101487500000005,66.12460749999997,12.021975625000003,0.2907938391329567,9.105670829500003
DB_final_v3_u4,FC_al_caminar_promedio_diario,96,113.36197916666667,9.148761045805362,83.69982867324562,82.0,102.5,113.5,125.5,140.0,11.375,0.08070396364864714,8.524949999999999
DB_final_v3_u5,Numero_horas_con_deambulacion,96,13.229166666666666,2.8376386278834276,8.052192982456141,2.0,9.5,14.0,16.0,19.0,3.0,0.21449866793449532,2.9652
DB_final_v3_u5,Numero_horas_estacionarias,96,1.2708333333333333,1.7620512368837373,3.1048245614035084,0.0,0.0,1.0,3.0,10.0,2.0,1.3865321208265475,1.4826
DB_final_v3_u5,Total_hrs_monitorizadas,96,14.5,3.4549735317746153,11.936842105263159,3.0,10.0,15.0,18.0,24.0,3.0,0.2382740366741114,2.9652
DB_final_v3_u5,Hrs_sin_registro,96,9.5,3.4549735317746153,11.936842105263159,0.0,6.0,9.0,14.0,21.0,3.0,0.3636814243973279,2.9652
DB_final_v3_u5,min_totales_en_movimiento,96,162.15625,84.8688558740391,7202.722697368421,25.0,70.5,146.0,275.0,410.0,136.25,0.5233770260106477,88.95599999999999
DB_final_v3_u5,Total_min_de_ejercicio_diario,96,13.369270833333333,8.414930996344868,70.81106367324563,1.3,4.5,11.0,26.5,43.000000000000014,11.25,0.629423332150927,7.412999999999999
DB_final_v3_u5,distancia_caminada_en_km,96,4.5705706600000005,2.304010280107782,5.3084633708423405,1.0506131,1.9747325,4.319105195,7.1605905,10.865419649999998,3.3867146400000006,0.5040968516845513,2.5472199965100004
DB_final_v3_u5,Numero_pasos_por_dia,96,5697.479166666667,2795.7707874918824,7816334.296192981,1368.6,2507.5,5477.5,8979.0,13362.899999999998,3935.25,0.4907031172397528,2926.6524
DB_final_v3_u5,FCr_promedio_diario,96,64.54270833333334,8.702519233461764,75.73384100877192,46.0,53.5,64.5,75.5,87.69999999999999,11.25,0.13483349952588392,8.1543
DB_final_v3_u5,Gasto_calorico_activo,96,428.73601510416665,184.49617280151085,34038.83777840495,89.46799999999999,204.4805,412.433,680.8705,1024.90275,243.1932500000001,0.43032580959331174,187.04778120000003
DB_final_v3_u5,HRV_SDNN,96,38.33603770347222,11.147883580938464,124.27530833415739,17.521630000000002,22.699116666666665,37.01159583333333,54.101487500000005,66.12460749999997,12.021975625000003,0.2907938391329567,9.105670829500003
DB_final_v3_u5,FC_al_caminar_promedio_diario,96,113.36197916666667,9.148761045805362,83.69982867324562,82.0,102.5,113.5,125.5,140.0,11.375,0.08070396364864714,8.524949999999999
DB_final_v3_u6,Numero_horas_con_deambulacion,1861,10.969908651262761,4.006064950734122,16.048556389500384,0.0,5.0,12.0,16.0,24.0,6.0,0.36518671924154794,4.4478
DB_final_v3_u6,Numero_horas_estacionarias,1861,1.398710370768404,2.25357027428114,5.078578981123573,0.0,0.0,1.0,5.0,16.0,1.0,1.6111772110784484,1.4826
DB_final_v3_u6,Total_hrs_monitorizadas,1861,12.368619022031167,4.649033160608092,21.61350932843367,1.0,6.0,13.0,17.0,25.0,6.0,0.37587326057397075,4.4478
DB_final_v3_u6,Hrs_sin_registro,1861,11.631380977968833,4.649033160608092,21.61350932843367,-1.0,7.0,11.0,18.0,23.0,6.0,0.39969743656526197,4.4478
DB_final_v3_u6,min_totales_en_movimiento,1861,129.8130037614186,60.94908383280743,3714.790820058588,1.0,49.0,129.0,209.0,323.0,77.0,0.4695144713300437,56.3388
DB_final_v3_u6,Total_min_de_ejercicio_diario,1861,6.2302256851155295,6.039592590458088,36.47667865871623,1.0,1.0,5.0,12.0,123.3599999999998,5.0,0.9694018958072613,2.9652
DB_final_v3_u6,distancia_caminada_en_km,1861,3.721380591387993,1.836128655098952,3.3713684380754865,0.0034331216999999,1.25056592,3.7011954,5.9187404,14.282409119000004,2.345851,0.49339985793125135,1.7384052835799997
DB_final_v3_u6,Numero_pasos_por_dia,1861,4783.364648038689,2323.097469846533,5396781.854407364,14.2,1658.0,4738.0,7528.0,19531.200000000004,3002.0,0.48566179682727445,2223.9
DB_final_v3_u6,FCr_promedio_diario,1861,59.22759252391188,8.664948014815401,75.08132409945337,39.6,49.0,58.0,70.0,103.6836,10.0,0.1462991765420334,7.412999999999999
DB_final_v3_u6,Gasto_calorico_activo,1861,443.3609886620097,220.49906050803546,48619.83568492628,0.07201,108.193,473.089,693.253,1670.3486700000003,309.94800000000004,0.49733527790405113,220.31435999999994
DB_final_v3_u6,HRV_SDNN,1861,34.77705001522863,9.587122170693654,91.9129115158058,9.8435575,23.98483333333333,33.6241,47.37804,93.68392433333338,10.823352000000003,0.27567381840885063,7.984838819999999
DB_final_v3_u6,FC_al_caminar_promedio_diario,1861,105.28433100483612,7.7074760031958105,59.40518633983926,76.0,96.5,105.0,114.0,159.0,8.0,0.07320629698299337,5.9304
DB_final_v3_u7,Numero_horas_con_deambulacion,799,13.123904881101376,4.070607003187572,16.569841374399704,0.0,7.800000000000011,14.0,17.0,24.0,5.0,0.31016736558715147,2.9652
DB_final_v3_u7,Numero_horas_estacionarias,799,3.7346683354192742,3.2296693358505673,10.430764018933443,0.0,0.0,3.0,8.0,13.0,6.0,0.86478076385543,4.4478
DB_final_v3_u7,Total_hrs_monitorizadas,799,16.834793491864833,6.000646659067265,36.00776032697513,1.0,9.0,16.0,24.0,25.0,10.0,0.35644314033118313,7.412999999999999
DB_final_v3_u7,Hrs_sin_registro,799,7.165206508135169,6.000646659067265,36.00776032697513,-1.0,0.0,8.0,15.0,23.0,10.0,0.8374701625493004,7.412999999999999
DB_final_v3_u7,min_totales_en_movimiento,799,118.10763454317897,54.23016417135152,2940.910706051738,1.0,52.0,115.0,183.20000000000005,377.0,58.5,0.4591588374545382,42.9954
DB_final_v3_u7,Total_min_de_ejercicio_diario,799,16.578197747183978,25.265902092093665,638.3658085272631,1.0,3.0,9.0,37.200000000000045,275.28,8.0,1.5240439568520292,5.9304
DB_final_v3_u7,distancia_caminada_en_km,799,4.17276375144065,1.8997248021998288,3.6089543240931787,0.0089176029,2.0031088936800003,4.1315734200000005,6.363157196000001,15.498053163900002,2.1257810050000003,0.45526775905871675,1.5859397848980004
DB_final_v3_u7,Numero_pasos_por_dia,799,5891.815594493117,2460.432039653198,6053725.821751996,11.48,2894.8,5933.0,8988.4,18557.359999999997,3012.0,0.4176016713681402,2246.1389999999997
DB_final_v3_u7,FCr_promedio_diario,799,56.08487373341677,7.686782772953242,59.08662939857073,41.9,48.0,55.0,65.0,92.302725,9.0,0.13705625530138735,7.412999999999999
DB_final_v3_u7,Gasto_calorico_activo,799,367.33165021276596,191.521624125764,36680.532507770426,1.95778,169.9436,369.549,514.5567280000001,1844.1881200000007,163.75150000000002,0.5213861207299474,114.79920059999996
DB_final_v3_u7,HRV_SDNN,799,47.17706396937839,13.514903170753664,182.65260771484742,17.590712,30.33506,46.13836,65.300065,96.00614666666664,17.761433333333336,0.28647190040325304,13.142537351999998
DB_final_v3_u7,FC_al_caminar_promedio_diario,799,94.06695869837297,7.452755243959258,55.54356072636222,66.5,86.0,93.5,103.5,127.0,9.0,0.07922819390660457,6.6716999999999995
DB_final_v3_u8,Numero_horas_con_deambulacion,1332,13.274024024024024,3.0550891427823395,9.33356967034653,2.0,9.0,14.0,17.0,20.0,3.0,0.23015546282371338,2.9652
DB_final_v3_u8,Numero_horas_estacionarias,1332,1.7147147147147148,1.7537320067812554,3.075575951609009,0.0,0.0,1.0,4.0,12.0,2.0,1.0227543927463363,1.4826
DB_final_v3_u8,Total_hrs_monitorizadas,1332,14.992492492492492,3.321935488631182,11.035255390627292,2.0,10.0,16.0,18.0,25.0,3.0,0.22157326343799372,1.4826
DB_final_v3_u8,Hrs_sin_registro,1332,9.007507507507508,3.321935488631182,11.035255390627292,-1.0,6.0,8.0,14.0,22.0,3.0,0.36879630528894264,1.4826
DB_final_v3_u8,min_totales_en_movimiento,1332,148.3536036036036,53.15717061606893,2825.6847879058623,1.0,79.0,149.0,209.0,386.0,59.0,0.3583139831109415,43.7367
DB_final_v3_u8,Total_min_de_ejercicio_diario,1332,73.71066816816816,39.77705877622868,1582.214404887551,1.3,10.0,85.0,115.0,204.75999999999988,65.0,0.5396377453190194,32.6172
DB_final_v3_u8,distancia_caminada_en_km,1332,5.686579891119328,2.188394195797814,4.7890691562015615,0.423914377,3.0740986329999997,5.55619671,8.423775550000002,19.231255534799995,2.24872277325,0.3848348634326595,1.6468449928979996
DB_final_v3_u8,Numero_pasos_por_dia,1332,7171.6020495495495,2696.5596026506464,7271433.690647412,538.5999999999999,3884.5,7056.0,10407.300000000001,24191.599999999995,2828.5,0.37600519159035295,2089.7246999999998
DB_final_v3_u8,FCr_promedio_diario,1332,46.640797078828825,4.606503040589783,21.21987026296292,37.0,42.0,46.0,52.0,99.41704000000004,4.0,0.09876552994590149,2.9652
DB_final_v3_u8,Gasto_calorico_activo,1332,936.4398904054054,524.5223634654175,275123.7097753475,85.41246000000001,418.4844,903.5440000000001,1538.1455000000003,5011.63521,697.5777499999999,0.5601238999316231,537.9058124999998
DB_final_v3_u8,HRV_SDNN,1332,63.826635985025725,13.900048179948811,193.21133940489827,29.46447,47.28074,62.594966666666664,81.57140214285715,126.34214,18.176106666666655,0.21777817310017533,13.104517310499999
DB_final_v3_u8,FC_al_caminar_promedio_diario,1332,82.56509384384384,11.476758169081432,131.71597807157738,50.0,70.5,81.0,95.47500000000002,155.0,13.0625,0.13900254495910264,9.636899999999999
DB_final_v3_u9,Numero_horas_con_deambulacion,2070,13.328019323671498,3.39293005017605,11.511974325387653,0.0,9.0,14.0,17.0,22.0,4.0,0.25457121330473825,2.9652
DB_final_v3_u9,Numero_horas_estacionarias,2070,6.5,3.3267011514397886,11.066940550990816,0.0,1.0,7.0,10.0,18.0,5.0,0.5118001771445828,2.9652
DB_final_v3_u9,Total_hrs_monitorizadas,2070,19.828019323671498,4.4102551346213374,19.45035035245387,2.0,14.0,21.0,24.0,27.0,6.0,0.2224254002696172,4.4478
DB_final_v3_u9,Hrs_sin_registro,2070,4.171980676328502,4.4102551346213374,19.45035035245387,-3.0,0.0,3.0,10.0,22.0,6.0,1.0571130301836695,4.4478
DB_final_v3_u9,min_totales_en_movimiento,2070,135.67004830917875,61.24944301142538,3751.4942692098452,1.0,60.80000000000001,132.0,210.0,524.0,72.0,0.4514588427936865,53.373599999999996
DB_final_v3_u9,Total_min_de_ejercicio_diario,2070,33.294821256038645,27.79425840409965,772.5208002338641,1.0,6.0,25.0,72.0,183.0999999999999,36.0,0.8347922396207079,23.7216
DB_final_v3_u9,distancia_caminada_en_km,2070,5.047732179379208,2.6635020989161253,7.094243430930605,0.1034345218,2.1132005417,4.58930589,8.372533665,32.89973452899998,3.2044643791,0.5276631176663763,2.3250277101156
DB_final_v3_u9,Numero_pasos_por_dia,2070,6283.379922705314,3103.770591245279,9633391.883079069,136.86,2685.7,5819.5,10263.500000000004,25511.699999999997,3904.25,0.49396513173262774,2873.2788
DB_final_v3_u9,FCr_promedio_diario,2070,50.414337133816424,5.749246135161374,33.053831122667994,37.0,44.0,50.0,57.4,142.6058400000001,7.0,0.11403990336917377,4.4478
DB_final_v3_u9,Gasto_calorico_activo,2070,822.5696764251209,560.7750338721191,314468.6386142764,18.660400000000003,429.4891,770.8765000000001,1227.7956000000004,18313.12589999999,369.67550000000006,0.6817356023981355,271.26687419999996
DB_final_v3_u9,HRV_SDNN,2070,56.92448102611737,16.83819182083902,283.5247037953701,14.525408233333334,37.834967500000005,54.626171666666664,79.63827400000001,135.44089000000002,19.65707083333333,0.29579877615596595,14.474996920999992
DB_final_v3_u9,FC_al_caminar_promedio_diario,2070,96.06832106280193,9.451590503354646,89.33256304310375,65.5,85.0,95.25,107.5,147.0,11.5,0.09838405000516183,8.524949999999999
